0:	2.776871925569E-06
1:	5.549812123367E-06
2:	8.321147766638E-06
3:	1.109367314703E-05
4:	1.386850753334E-05
5:	1.664427491258E-05
6:	1.941874858658E-05
7:	2.219081978625E-05
8:	2.496155171106E-05
9:	2.773286517612E-05
10:	3.050577412510E-05
11:	3.327939829872E-05
12:	3.605213497381E-05
13:	3.882311577043E-05
14:	4.159308328229E-05
15:	4.436340216931E-05
16:	4.713482771743E-05
17:	4.990672672395E-05
18:	5.267796578116E-05
19:	5.544792315044E-05
20:	5.821714093858E-05
21:	6.098656467511E-05
22:	6.375672798154E-05
23:	6.652717619294E-05
24:	6.929712936382E-05
25:	7.206614810638E-05
26:	7.483462305880E-05
27:	7.760319851766E-05
28:	8.037225073377E-05
29:	8.314145742852E-05
30:	8.591029101379E-05
31:	8.867843672852E-05
32:	9.144617195615E-05
33:	9.421393285791E-05
34:	9.698199005685E-05
35:	9.975011490532E-05
36:	1.025179530488E-04
37:	1.052852752356E-04
38:	1.080522788587E-04
39:	1.108192579131E-04
40:	1.135864112754E-04
41:	1.163535743125E-04
42:	1.191205100986E-04
43:	1.218870495969E-04
44:	1.246533359125E-04
45:	1.274195653962E-04
46:	1.301858863855E-04
47:	1.329521779176E-04
48:	1.357182832682E-04
49:	1.384840763921E-04
50:	1.412496637368E-04
51:	1.440151741028E-04
52:	1.467807194059E-04
53:	1.495462088841E-04
54:	1.523115412596E-04
55:	1.550766211082E-04
56:	1.578415296281E-04
57:	1.606063488705E-04
58:	1.633711645335E-04
59:	1.661359069614E-04
60:	1.689005133670E-04
61:	1.716649100168E-04
62:	1.744291603368E-04
63:	1.771933141704E-04
64:	1.799574385447E-04
65:	1.827214785916E-04
66:	1.854853980768E-04
67:	1.882491386536E-04
68:	1.910127511360E-04
69:	1.937762632978E-04
70:	1.965397289344E-04
71:	1.993031035497E-04
72:	2.020663690501E-04
73:	2.048294780740E-04
74:	2.075924725047E-04
75:	2.103553650401E-04
76:	2.131182000345E-04
77:	2.158809402960E-04
78:	2.186435800294E-04
79:	2.214060797770E-04
80:	2.241684750966E-04
81:	2.269307684269E-04
82:	2.296929972982E-04
83:	2.324551297201E-04
84:	2.352171681969E-04
85:	2.379790790005E-04
86:	2.407408931666E-04
