0:	5.822531815204E-06
1:	1.162846580454E-05
2:	1.742760464978E-05
3:	2.323178301580E-05
4:	2.904566130697E-05
5:	3.486354288274E-05
6:	4.067590876440E-05
7:	4.647818169999E-05
8:	5.227476714095E-05
9:	5.807384733148E-05
10:	6.387960451971E-05
11:	6.968843935098E-05
12:	7.549347993785E-05
13:	8.129115274571E-05
14:	8.708450758077E-05
15:	9.287939647856E-05
16:	9.867890113179E-05
17:	1.044804514613E-04
18:	1.102791741097E-04
19:	1.160725319226E-04
20:	1.218627240152E-04
21:	1.276538343215E-04
22:	1.334480182809E-04
23:	1.392434452660E-04
24:	1.450367428216E-04
25:	1.508261418069E-04
26:	1.566132029008E-04
27:	1.624007309664E-04
28:	1.681902296415E-04
29:	1.739804186270E-04
30:	1.797689938913E-04
31:	1.855547086439E-04
32:	1.913386518145E-04
33:	1.971227412104E-04
34:	2.029080432297E-04
35:	2.086936680636E-04
36:	2.144780456828E-04
37:	2.202602843285E-04
38:	2.260411428790E-04
39:	2.318219329032E-04
40:	2.376034229559E-04
41:	2.433849894506E-04
42:	2.491655621578E-04
43:	2.549444974203E-04
44:	2.607223310110E-04
45:	2.664999582687E-04
46:	2.722779380800E-04
47:	2.780558269181E-04
48:	2.838328977162E-04
49:	2.896086834011E-04
50:	2.953835692169E-04
51:	3.011581621175E-04
52:	3.069328708392E-04
53:	3.127073751568E-04
54:	3.184811860821E-04
55:	3.242539621331E-04
56:	3.300259851829E-04
57:	3.357976617530E-04
58:	3.415692934531E-04
59:	3.473406455671E-04
60:	3.531113947475E-04
61:	3.588812881084E-04
62:	3.646505353812E-04
63:	3.704194041765E-04
64:	3.761881204490E-04
65:	3.819565089875E-04
66:	3.877243611044E-04
67:	3.934914862175E-04
68:	3.992580435207E-04
69:	4.050242048203E-04
70:	4.107901428636E-04
71:	4.165557237765E-04
72:	4.223208177302E-04
73:	4.280852780857E-04
74:	4.338492287790E-04
75:	4.396127756988E-04
76:	4.453760539757E-04
77:	4.511389584000E-04
78:	4.569014131671E-04
79:	4.626633028199E-04
80:	4.684247267249E-04
81:	4.741857454790E-04
82:	4.799464673825E-04
83:	4.857068072097E-04
84:	4.914667261202E-04
85:	4.972261309146E-04
86:	5.029851037354E-04
87:	5.087436740985E-04
88:	5.145019310238E-04
89:	5.202598033294E-04
90:	5.260172774126E-04
91:	5.317742760122E-04
92:	5.375308690502E-04
93:	5.432870647918E-04
94:	5.490429383241E-04
95:	5.547984284152E-04
96:	5.605535385472E-04
97:	5.663082027751E-04
98:	5.720624818634E-04
99:	5.778163687636E-04
100:	5.835699264484E-04
101:	5.893230964469E-04
102:	5.950758845091E-04
103:	6.008282141041E-04
104:	6.065801024050E-04
105:	6.123314619640E-04
106:	6.180822186718E-04
107:	6.238320896075E-04
108:	6.295806957908E-04
109:	6.353273201437E-04
110:	6.410709481770E-04
111:	6.468099159066E-04
112:	6.525418361712E-04
113:	6.582631761249E-04
114:	6.639691722678E-04
115:	6.696534683997E-04
116:	6.753081703976E-04
117:	6.809237400934E-04
118:	6.864894457644E-04
119:	6.919937888495E-04
120:	6.974255453379E-04
121:	7.027747135256E-04
122:	7.080338421358E-04
123:	7.131989004474E-04
124:	7.182700903019E-04
125:	7.232517952220E-04
126:	7.281521981190E-04
127:	7.329820015899E-04
128:	7.377530625869E-04
129:	7.424766421646E-04
130:	7.471622263024E-04
131:	7.518165949872E-04
132:	7.564438746968E-04
133:	7.610459124078E-04
134:	7.656233396177E-04
135:	7.701764103513E-04
136:	7.747059057081E-04
137:	7.792133274310E-04
138:	7.837009504535E-04
139:	7.881712826745E-04
140:	7.926267377796E-04
141:	7.970691493772E-04
142:	8.014998237240E-04
143:	8.059195405286E-04
144:	8.103289611220E-04
145:	8.147287197521E-04
146:	8.191196634784E-04
147:	8.235026556878E-04
148:	8.278785804138E-04
149:	8.322480873599E-04
150:	8.366117193902E-04
151:	8.409698716369E-04
152:	8.453230850523E-04
153:	8.496720308100E-04
154:	8.540176750280E-04
155:	8.583610580853E-04
156:	8.627032831619E-04
157:	8.670452351999E-04
158:	8.713876393366E-04
159:	8.757309370929E-04
160:	8.800755068130E-04
161:	8.844216417914E-04
162:	8.887697796604E-04
163:	8.931204138077E-04
164:	8.974742167671E-04
165:	9.018318525446E-04
166:	9.061940329671E-04
167:	9.105613085079E-04
168:	9.149341413253E-04
169:	9.193127437317E-04
170:	9.236972137375E-04
171:	9.280874406967E-04
172:	9.324832954067E-04
173:	9.368845685779E-04
174:	9.412911618516E-04
175:	9.457030003544E-04
176:	9.501201782773E-04
177:	9.545428244965E-04
178:	9.589712095621E-04
179:	9.634055907457E-04
180:	9.678463131061E-04
181:	9.722936622341E-04
182:	9.767479792755E-04
183:	9.812095337600E-04
184:	9.856786587818E-04
185:	9.901556424000E-04
186:	9.946408708538E-04
187:	9.991347154356E-04
188:	1.003637655000E-03
189:	1.008150133702E-03
190:	1.012672652113E-03
191:	1.017205603628E-03
192:	1.021749357889E-03
193:	1.026304107259E-03
194:	1.030869972092E-03
195:	1.035446877699E-03
196:	1.040034689808E-03
197:	1.044633119050E-03
198:	1.049241875351E-03
199:	1.053860583976E-03
200:	1.058488941417E-03
201:	1.063126626373E-03
202:	1.067773442901E-03
203:	1.072429215365E-03
204:	1.077093911745E-03
205:	1.081767519603E-03
206:	1.086450150851E-03
207:	1.091141904012E-03
208:	1.095842959125E-03
209:	1.100553437381E-03
210:	1.105273498491E-03
211:	1.110003209793E-03
212:	1.114742656305E-03
213:	1.119491825770E-03
214:	1.124250732469E-03
215:	1.129019313165E-03
216:	1.133797554471E-03
217:	1.138585386928E-03
218:	1.143382804344E-03
219:	1.148189748849E-03
220:	1.153006221127E-03
221:	1.157832160835E-03
222:	1.162667555285E-03
223:	1.167512323086E-03
224:	1.172366427213E-03
225:	1.177229764704E-03
226:	1.182102283828E-03
227:	1.186983876986E-03
228:	1.191874497662E-03
229:	1.196774051877E-03
230:	1.201682511263E-03
231:	1.206599801229E-03
232:	1.211525910592E-03
233:	1.216460778518E-03
234:	1.221404403589E-03
235:	1.226356731864E-03
236:	1.231317766786E-03
237:	1.236287458429E-03
238:	1.241265813618E-03
239:	1.246252785266E-03
240:	1.251248381693E-03
241:	1.256252555241E-03
242:	1.261265310332E-03
243:	1.266286591651E-03
244:	1.271316391691E-03
245:	1.276354640178E-03
246:	1.281401312527E-03
247:	1.286456322009E-03
248:	1.291519629247E-03
249:	1.296591136693E-03
250:	1.301670797592E-03
251:	1.306758511298E-03
252:	1.311854230406E-03
253:	1.316957856194E-03
254:	1.322069344053E-03
255:	1.327188599227E-03
256:	1.332315581310E-03
257:	1.337450200477E-03
258:	1.342592421585E-03
259:	1.347742160774E-03
260:	1.352899389280E-03
261:	1.358064030176E-03
262:	1.363236061747E-03
263:	1.368415414228E-03
264:	1.373602072595E-03
265:	1.378795973288E-03
266:	1.383997106316E-03
267:	1.389205411895E-03
268:	1.394420881732E-03
269:	1.399643455359E-03
270:	1.404873120470E-03
271:	1.410109808680E-03
272:	1.415353494773E-03
273:	1.420604091523E-03
274:	1.425861547364E-03
275:	1.431125739341E-03
276:	1.436396567847E-03
277:	1.441673845687E-03
278:	1.446957387228E-03
279:	1.452246890314E-03
280:	1.457542016024E-03
281:	1.462842259399E-03
282:	1.468147015833E-03
283:	1.473455437314E-03
284:	1.478766483460E-03
285:	1.484078763563E-03
286:	1.489390575822E-03
287:	1.494699742997E-03
288:	1.500003652919E-03
289:	1.505299106487E-03
290:	1.510582383946E-03
291:	1.515849134445E-03
292:	1.521094500278E-03
293:	1.526313080167E-03
294:	1.531499139869E-03
295:	1.536646669365E-03
296:	1.541749687314E-03
297:	1.546802382927E-03
298:	1.551799485469E-03
299:	1.556736441505E-03
300:	1.561609780763E-03
301:	1.566417244618E-03
302:	1.571158055056E-03
303:	1.575832900972E-03
304:	1.580444027140E-03
305:	1.584995017123E-03
306:	1.589490673997E-03
307:	1.593936613385E-03
308:	1.598338995903E-03
309:	1.602704035258E-03
310:	1.607037723555E-03
311:	1.611345415213E-03
312:	1.615631703212E-03
313:	1.619900209221E-03
314:	1.624153690999E-03
315:	1.628394053723E-03
316:	1.632622635057E-03
317:	1.636840325845E-03
318:	1.641047884579E-03
319:	1.645246012035E-03
320:	1.649435562486E-03
321:	1.653617486287E-03
322:	1.657792911028E-03
323:	1.661962983228E-03
324:	1.666128894595E-03
325:	1.670291719316E-03
326:	1.674452477878E-03
327:	1.678612036697E-03
328:	1.682771237693E-03
329:	1.686930848196E-03
330:	1.691091712949E-03
331:	1.695254695693E-03
332:	1.699420797627E-03
333:	1.703591051957E-03
334:	1.707766594939E-03
335:	1.711948523853E-03
336:	1.716137948148E-03
337:	1.720335844773E-03
338:	1.724543119597E-03
339:	1.728760479961E-03
340:	1.732988514334E-03
341:	1.737227581031E-03
342:	1.741477901171E-03
343:	1.745739459780E-03
344:	1.750012112135E-03
345:	1.754295500959E-03
346:	1.758589180784E-03
347:	1.762892553326E-03
348:	1.767205006665E-03
349:	1.771525859760E-03
350:	1.775854503030E-03
351:	1.780190337112E-03
352:	1.784532901507E-03
353:	1.788881797830E-03
354:	1.793236800800E-03
355:	1.797597763610E-03
356:	1.801964711038E-03
357:	1.806337728019E-03
358:	1.810717037356E-03
359:	1.815102876104E-03
360:	1.819495565509E-03
361:	1.823895385982E-03
362:	1.828302652240E-03
363:	1.832717599872E-03
364:	1.837140476016E-03
365:	1.841571442833E-03
366:	1.846010682793E-03
367:	1.850458312243E-03
368:	1.854914490435E-03
369:	1.859379331050E-03
370:	1.863853004311E-03
371:	1.868335639491E-03
372:	1.872827417738E-03
373:	1.877328467602E-03
374:	1.881838953810E-03
375:	1.886358972575E-03
376:	1.890888642904E-03
377:	1.895428006716E-03
378:	1.899977125369E-03
379:	1.904535984712E-03
380:	1.909104594764E-03
381:	1.913682896198E-03
382:	1.918270859248E-03
383:	1.922868388224E-03
384:	1.927475417552E-03
385:	1.932091813902E-03
386:	1.936717470601E-03
387:	1.941352209839E-03
388:	1.945995878495E-03
389:	1.950648253340E-03
390:	1.955309140498E-03
391:	1.959978284804E-03
392:	1.964655472900E-03
393:	1.969340445724E-03
394:	1.974033003440E-03
395:	1.978732918793E-03
396:	1.983440041378E-03
397:	1.988154209382E-03
398:	1.992875350859E-03
399:	1.997603391807E-03
400:	2.002338352772E-03
401:	2.007080252106E-03
402:	2.011829197400E-03
403:	2.016585284212E-03
404:	2.021348683453E-03
405:	2.026119537495E-03
406:	2.030898046057E-03
407:	2.035684362559E-03
408:	2.040478681348E-03
409:	2.045281136735E-03
410:	2.050091893275E-03
411:	2.054911048336E-03
412:	2.059738725402E-03
413:	2.064574979382E-03
414:	2.069419891688E-03
415:	2.074273476848E-03
416:	2.079135778031E-03
417:	2.084006773973E-03
418:	2.088886474362E-03
419:	2.093774826931E-03
420:	2.098671812889E-03
